Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Endorsements,Open,Low,Mail,2023-05-16 07:00:00,2023-06-07 12:32:00,2023-06-07 12:32:00.000000000,2023-06-07 12:32:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-13 16:36:00,2023-05-24 15:55:00.000000000,2023-05-24 15:55:00.000000000,2023-05-24 15:55:00.000000000,201.0,Offered,0,1.0,4363.28487460815,12055.0,6175.0,12055.0,6175.0,12055.0,6175.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-12 20:09:00,2023-06-08 15:58:00.000000000,2023-06-08 15:58:00.000000000,2023-06-12 20:09:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:31:00,2023-06-14 14:31:00.000000000,2023-06-14 14:31:00.000000000,2023-06-14 14:31:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 10:32:00,2023-05-22 10:03:00.000000000,2023-05-22 10:03:00.000000000,2023-05-22 10:03:00.000000000,147.0,Offered,0,1.0,4204.0,8823.0,4204.0,8823.0,4204.0,8823.0,4204.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:31:00,2023-06-14 14:31:00.000000000,2023-06-14 14:31:00.000000000,2023-06-14 14:31:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 11:11:00,2023-06-07 11:11:00.000000000,2023-06-07 11:11:00.000000000,2023-06-07 11:11:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-08 15:36:00,2023-05-19 14:36:00.000000000,2023-05-19 14:36:00.000000000,2023-05-19 14:36:00.000000000,80.0,Offered,0,1.0,2496.0,4776.0,2496.0,4776.0,2496.0,4776.0,2496.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-15 18:38:00,2023-05-16 11:22:00.000000000,2023-05-16 11:22:00.000000000,2023-05-26 17:42:00.000000000,251.0,Offered,0,5.0,142.0,15042.0,7723.0,15042.0,7723.0,1642.0,802.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 15:41:00,2023-05-18 15:14:00.000000000,2023-05-18 15:14:00.000000000,2023-05-18 15:14:00.000000000,56.0,Offered,0,2.0,1814.0,3374.0,1814.0,3374.0,1814.0,3373.0,1814.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 13:44:00,2023-06-07 13:44:00.000000000,2023-06-07 13:44:00.000000000,2023-06-07 13:44:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:32:00,2023-06-14 14:32:00.000000000,2023-06-14 14:32:00.000000000,2023-06-14 14:32:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Pending,Low,Mail,2023-05-16 07:00:00,2023-06-05 17:18:00,2023-05-24 10:58:00.000000000,2023-05-24 10:58:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2.0,4363.28487460815,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 18:36:00,2023-05-16 10:18:00.000000000,2023-05-16 10:18:00.000000000,2023-05-22 17:38:00.000000000,155.0,Offered,0,2.0,78.0,9278.0,4839.0,9278.0,4839.0,198.0,78.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-31 14:39:00,2023-05-31 14:39:00.000000000,2023-05-31 14:39:00.000000000,2023-05-31 14:39:00.000000000,368.0,Offered,0,0.0,1852.1139498432601,22059.0,11139.0,22059.0,11139.0,22059.0,11139.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 15:41:00,2023-05-18 15:17:00.000000000,2023-05-18 15:17:00.000000000,2023-05-18 15:17:00.000000000,56.0,Offered,0,1.0,1818.0,3377.0,1818.0,3377.0,1818.0,3377.0,1818.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 13:35:00,2023-05-18 15:39:00.000000000,2023-05-18 15:39:00.000000000,2023-05-22 13:08:00.000000000,150.0,Offered,0,2.0,1839.0,9008.0,4569.0,9008.0,4569.0,3399.0,1839.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-05 12:01:00,2023-05-22 12:19:00.000000000,2023-05-22 12:19:00.000000000,2023-06-05 12:01:00.000000000,485.0,Offered,0,2.0,4363.28487460815,24874.0,12791.5,29101.0,14581.0,8959.0,4520.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-18 10:50:00,2023-05-18 10:50:00.000000000,2023-05-18 10:50:00.000000000,2023-05-18 10:50:00.000000000,52.0,Offered,0,0.0,1852.1139498432601,3110.0,1551.0,3110.0,1551.0,3110.0,1551.0,Not Fill
Endorsements,Open,Low,Mail,2023-05-16 07:00:00,2023-06-14 11:53:00,2023-06-14 11:53:00.000000000,2023-06-14 11:53:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-09 11:02:00,2023-06-09 11:02:00.000000000,2023-06-09 11:02:00.000000000,2023-06-09 11:02:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Open,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:33:00,2023-06-14 14:33:00.000000000,2023-06-14 14:33:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-29 23:06:00,2023-05-29 23:06:00.000000000,2023-05-29 23:06:00.000000000,2023-05-29 23:06:00.000000000,328.0,Offered,0,0.0,1852.1139498432601,19686.0,10080.0,19686.0,10080.0,19686.0,10080.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-12 21:36:00,2023-05-23 20:35:00.000000000,2023-05-23 20:35:00.000000000,2023-05-23 20:35:00.000000000,182.0,Offered,0,1.0,4363.28487460815,10895.0,5736.0,10895.0,5736.0,10895.0,5736.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-29 19:36:00,2023-05-29 19:36:00.000000000,2023-05-29 19:36:00.000000000,2023-05-29 19:36:00.000000000,325.0,Offered,0,0.0,1852.1139498432601,19476.0,9997.0,19476.0,9997.0,19476.0,9997.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-15 13:08:00,2023-06-05 12:11:00.000000000,2023-06-05 12:11:00.000000000,2023-06-05 12:11:00.000000000,485.0,Offered,0,2.0,4363.28487460815,24874.0,12791.5,29111.0,14591.0,28951.5,14591.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 18:36:00,2023-05-22 18:17:00.000000000,2023-05-22 18:17:00.000000000,2023-05-22 18:17:00.000000000,155.0,Offered,0,1.0,4363.28487460815,9317.0,4878.0,9317.0,4878.0,9317.0,4878.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-14 23:35:00,2023-05-25 23:23:00.000000000,2023-05-25 23:23:00.000000000,2023-05-25 23:23:00.000000000,232.0,Offered,0,1.0,4363.28487460815,13943.0,7200.0,13943.0,7200.0,13943.0,7200.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-08 15:57:00,2023-06-08 15:57:00.000000000,2023-06-08 15:57:00.000000000,2023-06-08 15:57:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-08 15:55:00,2023-06-08 15:55:00.000000000,2023-06-08 15:55:00.000000000,2023-06-08 15:55:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Open,Low,Mail,2023-05-16 07:00:00,2023-06-07 12:26:00,2023-06-07 12:26:00.000000000,2023-06-07 12:26:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-01 22:49:00,2023-06-01 22:49:00.000000000,2023-06-01 22:49:00.000000000,2023-06-01 22:49:00.000000000,400.0,Offered,0,0.0,1852.1139498432601,23989.0,12240.0,23989.0,12240.0,23989.0,12240.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-15 00:33:00,2023-05-16 18:52:00.000000000,2023-05-16 18:52:00.000000000,2023-05-25 23:42:00.000000000,233.0,Offered,0,3.0,593.0,13962.0,7200.0,13962.0,7200.0,712.0,593.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-17 19:21:00,2023-05-17 19:21:00.000000000,2023-05-17 19:21:00.000000000,2023-05-17 19:21:00.000000000,36.0,Offered,0,0.0,1852.1139498432601,2181.0,1341.0,2181.0,1341.0,2181.0,1341.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-19 10:52:00,2023-05-19 10:52:00.000000000,2023-05-19 10:52:00.000000000,2023-05-19 10:52:00.000000000,76.0,Offered,0,0.0,1852.1139498432601,4552.0,2273.0,4552.0,2273.0,4552.0,2273.0,Not Fill
Endorsements,Pending,Low,Mail,2023-05-16 07:00:00,2023-06-14 11:53:00,2023-06-14 11:53:00.000000000,2023-06-14 11:53:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 17:37:00,2023-05-22 17:17:00.000000000,2023-05-22 17:17:00.000000000,2023-05-22 17:17:00.000000000,154.0,Offered,0,1.0,4363.28487460815,9257.0,4818.0,9257.0,4818.0,9257.0,4818.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-22 18:10:00,2023-05-22 18:10:00.000000000,2023-05-22 18:10:00.000000000,2023-05-22 18:10:00.000000000,155.0,Offered,0,0.0,1852.1139498432601,9310.0,4870.0,9310.0,4870.0,9310.0,4870.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-08 15:56:00,2023-06-08 15:56:00.000000000,2023-06-08 15:56:00.000000000,2023-06-08 15:56:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-12 10:32:00,2023-05-23 10:04:00.000000000,2023-05-23 10:04:00.000000000,2023-05-23 10:04:00.000000000,171.0,Offered,0,1.0,4363.28487460815,10264.0,5104.0,10264.0,5104.0,10264.0,5104.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-12 11:40:00,2023-05-22 14:59:00.000000000,2023-05-22 14:59:00.000000000,2023-06-12 11:40:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,9119.0,4680.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-08 10:33:00,2023-05-19 10:12:00.000000000,2023-05-19 10:12:00.000000000,2023-05-19 10:12:00.000000000,75.0,Offered,0,1.0,2233.0,4512.0,2233.0,4512.0,2233.0,4512.0,2233.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:33:00,2023-06-14 14:33:00.000000000,2023-06-14 14:33:00.000000000,2023-06-14 14:33:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-09 12:37:00,2023-06-08 11:09:00.000000000,2023-06-08 11:09:00.000000000,2023-06-09 12:37:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Pending,Low,Mail,2023-05-16 07:00:00,2023-05-17 17:39:00,2023-05-17 17:39:00.000000000,2023-05-17 17:39:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1.0,1240.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,2079.0,1240.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:34:00,2023-06-14 14:34:00.000000000,2023-06-14 14:34:00.000000000,2023-06-14 14:34:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-22 17:22:00,2023-05-22 17:22:00.000000000,2023-05-22 17:22:00.000000000,2023-05-22 17:22:00.000000000,154.0,Offered,0,0.0,1852.1139498432601,9262.0,4822.0,9262.0,4822.0,9262.0,4822.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-16 14:37:00,2023-06-02 17:08:00.000000000,2023-06-02 17:08:00.000000000,2023-06-16 14:37:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-09 11:09:00,2023-06-09 11:09:00.000000000,2023-06-09 11:09:00.000000000,2023-06-09 11:09:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-09 11:10:00,2023-06-09 11:10:00.000000000,2023-06-09 11:10:00.000000000,2023-06-09 11:10:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 12:36:00,2023-05-22 12:18:00.000000000,2023-05-22 12:18:00.000000000,2023-05-22 12:18:00.000000000,149.0,Offered,0,2.0,223.0,8958.0,4518.0,8958.0,4518.0,342.0,223.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 10:32:00,2023-05-22 10:09:00.000000000,2023-05-22 10:09:00.000000000,2023-05-22 10:09:00.000000000,147.0,Offered,0,1.0,4210.0,8829.0,4210.0,8829.0,4210.0,8829.0,4210.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-19 10:49:00,2023-05-19 10:49:00.000000000,2023-05-19 10:49:00.000000000,2023-05-19 10:49:00.000000000,76.0,Offered,0,0.0,1852.1139498432601,4549.0,2270.0,4549.0,2270.0,4549.0,2270.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:35:00,2023-06-14 14:35:00.000000000,2023-06-14 14:35:00.000000000,2023-06-14 14:35:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Pending,Low,Mail,2023-05-16 07:00:00,2023-05-22 13:06:00,2023-05-22 13:06:00.000000000,2023-05-22 13:06:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2.0,563.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,683.0,563.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-11 16:36:00,2023-05-22 15:59:00.000000000,2023-05-22 15:59:00.000000000,2023-05-22 15:59:00.000000000,153.0,Offered,0,1.0,4363.28487460815,9179.0,4740.0,9179.0,4740.0,9179.0,4740.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 11:34:00,2023-05-18 11:19:00.000000000,2023-05-18 11:19:00.000000000,2023-05-18 11:19:00.000000000,52.0,Offered,0,1.0,1579.0,3139.0,1579.0,3139.0,1579.0,3139.0,1579.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-07 11:29:00,2023-06-07 11:29:00.000000000,2023-06-07 11:29:00.000000000,2023-06-07 11:29:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-08 13:36:00,2023-05-19 13:13:00.000000000,2023-05-19 13:13:00.000000000,2023-05-19 13:13:00.000000000,78.0,Offered,0,1.0,2413.0,4693.0,2413.0,4693.0,2413.0,4693.0,2413.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-18 11:04:00,2023-05-18 10:56:00.000000000,2023-05-18 10:56:00.000000000,2023-05-18 11:04:00.000000000,52.0,Offered,0,0.0,1852.1139498432601,3124.0,1564.0,3124.0,1564.0,3124.0,1564.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-05-18 11:09:00,2023-05-18 10:56:00.000000000,2023-05-18 10:56:00.000000000,2023-05-18 11:09:00.000000000,52.0,Offered,0,0.0,1852.1139498432601,3129.0,1570.0,3129.0,1570.0,3130.0,1570.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:00:00,2023-06-09 11:12:00,2023-06-09 11:12:00.000000000,2023-06-09 11:12:00.000000000,2023-06-09 11:12:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Open,Low,Mail,2023-05-16 07:00:00,2023-06-14 14:35:00,2023-06-14 14:35:00.000000000,2023-06-14 14:35:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-07 12:24:00,2023-06-07 12:24:00.000000000,2023-06-07 12:24:00.000000000,2023-06-07 12:24:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-18 12:33:00,2023-05-29 11:33:00.000000000,2023-05-29 11:33:00.000000000,2023-05-29 11:33:00.000000000,317.0,Offered,0,2.0,4363.28487460815,18993.0,9514.0,18993.0,9514.0,18993.0,9514.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:00:00,2023-06-08 13:36:00,2023-05-19 12:56:00.000000000,2023-05-19 12:56:00.000000000,2023-05-19 12:56:00.000000000,78.0,Offered,0,1.0,2396.0,4675.0,2396.0,4675.0,2396.0,4675.0,2396.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-11 10:32:00,2023-05-22 09:57:00.000000000,2023-05-22 09:57:00.000000000,2023-05-22 09:57:00.000000000,147.0,Offered,0,1.0,4197.0,8816.0,4197.0,8816.0,4197.0,8816.0,4197.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-12 17:36:00,2023-05-23 17:01:00.000000000,2023-05-23 17:01:00.000000000,2023-05-23 17:01:00.000000000,178.0,Offered,0,1.0,4363.28487460815,10680.0,5522.0,10680.0,5522.0,10680.0,5522.0,Not Fill
Endorsements,Open,Low,Mail,2023-05-16 07:01:00,2023-06-08 15:36:00,2023-06-08 15:36:00.000000000,2023-06-08 15:36:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-14 23:35:00,2023-05-25 23:20:00.000000000,2023-05-25 23:20:00.000000000,2023-05-25 23:20:00.000000000,232.0,Offered,0,1.0,4363.28487460815,13938.0,7200.0,13938.0,7200.0,13938.0,7200.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-07 17:39:00,2023-05-18 16:57:00.000000000,2023-05-18 16:57:00.000000000,2023-05-18 16:57:00.000000000,58.0,Offered,0,1.0,1918.0,3476.0,1918.0,3476.0,1918.0,3476.0,1918.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-12 22:10:00,2023-06-12 22:10:00.000000000,2023-06-12 22:10:00.000000000,2023-06-12 22:10:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-07 16:36:00,2023-05-18 15:34:00.000000000,2023-05-18 15:34:00.000000000,2023-05-18 15:34:00.000000000,57.0,Offered,0,2.0,1834.0,3393.0,1835.0,3393.0,1835.0,3392.0,1834.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-11 15:37:00,2023-05-16 13:40:00.000000000,2023-05-16 13:40:00.000000000,2023-05-22 15:28:00.000000000,152.0,Offered,0,2.0,281.0,9146.0,4708.0,9146.0,4708.0,399.0,281.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:01:00,2023-06-05 11:35:00,2023-05-30 15:45:00.000000000,2023-05-16 19:01:00.000000000,2023-05-31 11:42:00.000000000,365.0,Offered,0,4.0,601.0,21881.0,10963.0,21881.0,10963.0,719.0,601.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-11 17:37:00,2023-05-22 16:57:00.000000000,2023-05-22 16:57:00.000000000,2023-05-22 16:57:00.000000000,154.0,Offered,0,1.0,4363.28487460815,9235.0,4797.0,9235.0,4797.0,9235.0,4797.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:01:00,2023-06-09 11:16:00,2023-06-09 11:16:00.000000000,2023-06-09 11:16:00.000000000,2023-06-09 11:16:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-11 10:32:00,2023-05-22 10:13:00.000000000,2023-05-22 10:13:00.000000000,2023-05-22 10:13:00.000000000,147.0,Offered,0,1.0,4214.0,8832.0,4214.0,8832.0,4214.0,8832.0,4214.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-05-25 17:32:00,2023-05-25 17:32:00.000000000,2023-05-25 17:32:00.000000000,2023-05-25 17:32:00.000000000,227.0,Offered,0,0.0,1852.1139498432601,13591.0,6993.0,13591.0,6993.0,13591.0,6993.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-05-31 12:50:00,2023-05-31 12:50:00.000000000,2023-05-31 12:50:00.000000000,2023-05-31 12:50:00.000000000,366.0,Offered,0,0.0,1852.1139498432601,21949.0,11031.0,21949.0,11031.0,21949.0,11031.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:01:00,2023-06-12 17:36:00,2023-05-23 17:05:00.000000000,2023-05-23 17:05:00.000000000,2023-05-23 17:05:00.000000000,178.0,Offered,0,1.0,4363.28487460815,10683.0,5525.0,10683.0,5525.0,10683.0,5525.0,Not Fill
Endorsements,Pending,Low,Mail,2023-05-16 07:01:00,2023-05-16 12:43:00,2023-05-16 12:43:00.000000000,2023-05-16 12:43:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1.0,224.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,342.0,224.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:02:00,2023-06-14 14:36:00,2023-06-14 14:36:00.000000000,2023-06-14 14:36:00.000000000,2023-06-14 14:36:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:02:00,2023-06-14 14:37:00,2023-06-14 14:37:00.000000000,2023-06-14 14:37:00.000000000,2023-06-14 14:37:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Solved,Low,Mail,2023-05-16 07:02:00,2023-06-14 14:37:00,2023-06-14 14:37:00.000000000,2023-06-14 14:37:00.000000000,2023-06-14 14:37:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:02:00,2023-06-14 19:37:00,2023-05-16 16:28:00.000000000,2023-05-16 16:28:00.000000000,2023-05-25 18:58:00.000000000,228.0,Offered,0,3.0,448.0,13677.0,7079.0,13677.0,7079.0,566.0,448.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:02:00,2023-06-12 22:21:00,2023-06-12 22:21:00.000000000,2023-06-12 22:21:00.000000000,2023-06-12 22:21:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:02:00,2023-06-11 16:36:00,2023-05-22 15:52:00.000000000,2023-05-22 15:52:00.000000000,2023-05-22 15:52:00.000000000,153.0,Offered,0,1.0,4363.28487460815,9171.0,4733.0,9171.0,4733.0,9171.0,4733.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:02:00,2023-06-06 12:48:00,2023-06-06 12:48:00.000000000,2023-06-06 12:48:00.000000000,2023-06-06 12:48:00.000000000,510.0,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30587.0,15349.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-16 07:02:00,2023-06-11 11:34:00,2023-05-18 17:01:00.000000000,2023-05-18 17:01:00.000000000,2023-05-22 10:52:00.000000000,148.0,Offered,0,2.0,1922.0,8870.0,4252.0,8870.0,4252.0,3480.0,1922.0,Not Fill
